Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
1976,160000,3,0.507,0.32,5,-12.472,1,0.0305,0.881,2.59e-05,0.153,0.575,130.565,30,10
1974,184000,4,0.44,0.31,10,-15.53,1,0.0357,0.738,0.000311,0.779,0.696,77.002,4,10
1971,150000,4,0.302,0.521,7,-5.391,1,0.0354,0.72,4.74e-06,0.123,0.364,101.814,36,10
1971,182000,4,0.762,0.786,0,-5.08,1,0.044,0.498,0.000201,0.141,0.969,125.524,25,10
1972,161000,4,0.234,0.443,7,-7.605,1,0.0361,0.701,0.0,0.25,0.448,68.69,57,10
1973,147000,4,0.205,0.334,5,-10.765,1,0.0343,0.902,0.000346,0.133,0.354,171.317,39,10
1989,174000,4,0.55,0.777,4,-7.299,1,0.0382,0.143,7.46e-06,0.981,0.751,116.14,58,10
1966,195000,4,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,54,10
1967,225000,4,0.493,0.852,11,-3.349,0,0.0802,0.0231,9.72e-06,0.147,0.499,86.309,63,10
1968,193000,4,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,52,10
1969,229000,4,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,82,10
1980,189000,4,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,79,10
1976,222000,3,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,52,10
1981,184000,4,0.562,0.379,1,-8.785,1,0.0293,0.673,0.0,0.0921,0.306,129.596,31,10
1993,237000,4,0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,76,10
1995,305000,4,0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,63,10
1993,115000,4,0.188,0.847,8,-3.268,1,0.034,0.0768,0.32,0.121,0.389,88.494,61,10
1976,174000,4,0.298,0.419,7,-13.139,1,0.0351,0.586,1.81e-06,0.306,0.467,185.773,53,10
1976,167000,4,0.628,0.189,5,-16.61,1,0.0321,0.889,6.47e-06,0.115,0.609,100.342,47,10
1979,174000,4,0.665,0.663,8,-11.367,1,0.0386,0.485,0.00682,0.157,0.792,110.656,7,10
1980,182000,4,0.768,0.675,9,-10.048,1,0.0526,0.505,4.31e-06,0.0513,0.918,102.73,46,10
1980,180000,4,0.743,0.642,9,-11.897,0,0.052,0.48,8.34e-06,0.212,0.906,103.858,55,10
1972,228000,4,0.303,0.47,9,-12.715,1,0.0512,0.692,0.0,0.339,0.563,168.104,58,10
1973,172000,4,0.614,0.56,9,-8.168,1,0.0699,0.201,0.0,0.214,0.826,142.332,57,10
1979,174000,4,0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,65,10
1973,175000,4,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,57,10
1986,259000,4,0.563,0.476,4,-13.342,1,0.0329,0.265,0.0,0.494,0.432,121.67,53,10
1994,129000,4,0.792,0.618,1,-6.737,1,0.0531,0.143,0.0,0.111,0.15,132.031,41,10
1997,354000,4,0.576,0.608,9,-13.537,1,0.0321,0.169,0.916,0.106,0.18,150.9,69,10
1997,326000,4,0.731,0.465,9,-8.162,0,0.0281,0.285,0.0,0.201,0.448,113.236,44,10
1998,274000,4,0.617,0.59,3,-5.347,0,0.0328,0.597,0.0,0.0588,0.204,114.018,0,10
1999,248000,4,0.718,0.473,9,-9.278,0,0.0267,0.106,0.0,0.0964,0.384,109.986,54,10
1998,212000,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,10
1960,116000,4,0.554,0.6,4,-9.619,1,0.0301,0.0339,0.778,0.2,0.742,120.433,4,10
1993,244000,4,0.881,0.521,1,-11.002,1,0.224,0.000883,4.96e-06,0.0585,0.864,132.128,35,10
1997,254000,4,0.482,0.807,0,-6.976,1,0.0457,0.0281,0.0,0.177,0.516,187.918,58,10
1983,220000,4,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,74,10
1983,249000,4,0.57,0.967,7,-4.956,1,0.076,0.0218,6.44e-06,0.285,0.776,124.856,38,10
1984,256000,4,0.536,0.869,7,-4.56,1,0.151,0.449,2.16e-06,0.635,0.425,122.218,50,10
1984,267000,4,0.554,0.888,0,-6.664,1,0.087,0.107,0.0,0.291,0.82,126.701,58,10
1984,259000,4,0.617,0.86,11,-4.548,0,0.0896,0.138,9.32e-06,0.653,0.739,115.727,50,10
1985,217000,4,0.706,0.814,1,-5.405,1,0.0569,0.0159,0.0,0.262,0.778,125.472,64,10
1985,257000,4,0.741,0.837,11,-7.622,0,0.0638,0.404,0.0,0.138,0.583,115.69,56,10
1987,366000,4,0.704,0.873,11,-4.057,0,0.144,0.121,5.12e-06,0.24,0.742,154.914,68,10
1993,256000,4,0.542,0.793,8,-8.203,1,0.0528,0.0423,3.9e-06,0.0814,0.709,173.928,69,10
1993,340000,4,0.473,0.652,1,-10.171,0,0.0305,0.0132,1.13e-05,0.14,0.401,140.117,73,10
1964,176000,4,0.683,0.374,11,-10.084,1,0.0381,0.232,0.0,0.146,0.707,108.125,47,10
1966,170000,3,0.317,0.513,2,-9.24,0,0.0339,0.455,0.0,0.0719,0.627,111.5,47,10
1969,149000,4,0.401,0.498,4,-10.682,1,0.0757,0.394,0.0,0.13,0.816,181.701,67,10
1999,239000,4,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,66,10
1972,250000,4,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,60,10
1975,220000,4,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,71,10
1975,381000,4,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,67,10
1975,291000,4,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,73,10
1976,287000,3,0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,64,10
1977,391000,4,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,83,10
1977,286000,4,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,71,10
1977,304000,4,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,69,10
1979,265000,4,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,62,10
1980,295000,4,0.707,0.346,11,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094,65,10
1980,221000,4,0.803,0.521,0,-7.775,1,0.0276,0.139,0.00899,0.081,0.969,99.46,58,10
1975,523000,4,0.265,0.969,1,-5.062,1,0.448,0.016,0.000223,0.717,0.302,90.017,15,10
1976,203000,4,0.774,0.698,9,-7.5,1,0.0481,0.157,0.00027,0.0684,0.969,122.325,56,10
1978,149000,4,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,57,10
1979,278000,4,0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,67,10
1982,385000,4,0.54,0.972,4,-5.224,0,0.11,0.00997,0.00338,0.92,0.335,131.837,16,10
1967,164000,3,0.344,0.365,7,-9.628,1,0.0279,0.801,0.000509,0.0712,0.359,100.79,31,10
1958,181000,4,0.552,0.411,1,-7.946,1,0.0434,0.794,3.5e-06,0.248,0.501,78.095,67,10
1952,334000,4,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,75,10
1970,216000,3,0.389,0.322,9,-10.923,1,0.0282,0.693,2.08e-06,0.0814,0.343,94.007,49,10
1973,479000,4,0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,38,10
1978,213000,4,0.637,0.598,2,-13.664,1,0.0535,0.317,0.0,0.0622,0.806,120.253,55,10
1982,222000,4,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,73,10
1986,211000,4,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,69,10
1986,253000,4,0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,59,10
1980,196000,4,0.571,0.57,9,-14.091,1,0.047,0.113,0.00244,0.066,0.814,168.943,56,10
1981,191000,4,0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,63,10
1981,267000,4,0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,60,10
1982,207000,4,0.811,0.496,10,-9.505,0,0.0727,0.287,0.00222,0.0552,0.576,128.756,25,10
1983,152000,4,0.469,0.909,10,-6.726,0,0.0389,0.135,0.000164,0.453,0.333,90.222,71,10
1966,161000,3,0.213,0.213,1,-11.896,1,0.0345,0.882,3.16e-05,0.0633,0.519,206.983,44,10
1983,227000,4,0.974,0.403,2,-12.943,1,0.273,0.106,0.00207,0.0786,0.755,121.97,56,10
1989,181000,4,0.62,0.514,0,-9.204,1,0.0306,0.384,0.000791,0.109,0.445,125.602,63,10
1970,174000,4,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,73,10
1973,163000,4,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,80,10
1969,308000,4,0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,47,10
1998,210000,4,0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,64,10
1969,198000,4,0.814,0.836,1,-7.376,1,0.0607,0.0595,1.49e-05,0.224,0.964,124.567,51,10
1986,165000,4,0.887,0.627,9,-4.14,0,0.0468,0.0428,0.0,0.109,0.326,127.108,41,10
1975,233000,4,0.298,0.797,0,-6.54,1,0.0334,0.0132,0.0,0.935,0.205,97.984,9,10
1976,259000,4,0.703,0.58,9,-8.611,0,0.0282,0.461,2.74e-05,0.518,0.896,119.855,64,10
1977,212000,4,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,69,10
1977,280000,4,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,62,10
1978,229000,4,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,63,10
1978,229000,4,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,61,10
1979,196000,4,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,40,10
1979,281000,4,0.687,0.695,7,-8.95,1,0.032,0.217,0.00806,0.0569,0.884,133.134,49,10
1980,244000,4,0.66,0.746,11,-7.696,0,0.04,0.624,1.49e-06,0.946,0.797,123.747,48,10
1981,149000,4,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,70,10
1971,241000,4,0.552,0.315,3,-11.028,1,0.0299,0.828,5.52e-06,0.101,0.324,128.187,80,10
1972,281000,4,0.601,0.532,10,-9.119,1,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,82,10
1973,235000,4,0.621,0.8,4,-7.284,0,0.0344,0.0264,1.53e-05,0.059,0.968,149.908,74,10
1973,234000,4,0.689,0.476,0,-11.945,1,0.029,0.379,5.12e-05,0.0864,0.9,132.074,70,10
1973,295000,4,0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,67,10
1974,322000,4,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,74,10
1974,336000,4,0.43,0.447,0,-8.522,1,0.0262,0.122,1.9e-06,0.0921,0.345,141.099,61,10
1974,192000,4,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,76,10
1974,224000,4,0.586,0.86,1,-6.752,1,0.0578,0.0372,0.0011,0.1,0.942,132.798,56,10
1975,258000,4,0.801,0.495,9,-11.286,0,0.0474,0.0314,0.0002,0.0596,0.896,143.867,53,10
1975,208000,1,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,65,10
1975,324000,4,0.712,0.681,0,-6.351,0,0.0294,0.0444,0.000235,0.0592,0.809,125.497,57,10
1975,404000,4,0.457,0.428,1,-9.796,1,0.0283,0.329,2.21e-06,0.169,0.151,129.98,54,10
1977,228000,4,0.371,0.22,7,-12.797,0,0.0324,0.828,1.23e-06,0.195,0.112,118.464,65,10
1979,244000,4,0.529,0.432,5,-14.245,1,0.0333,0.524,0.0,0.115,0.555,94.382,36,10
1980,313000,4,0.616,0.444,10,-14.224,1,0.0276,0.461,0.000115,0.0847,0.763,143.805,55,10
1982,156000,4,0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482,63,10
1982,308000,4,0.667,0.363,4,-13.498,1,0.0275,0.138,7.02e-06,0.41,0.224,109.208,50,10
1983,187000,4,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.316,65,10
1984,270000,4,0.268,0.724,6,-4.772,1,0.122,0.631,5.68e-06,0.112,0.369,85.128,47,10
1984,295000,4,0.761,0.742,0,-11.207,1,0.025,0.0898,0.000951,0.0512,0.94,107.395,54,10
1986,343000,4,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,68,10
1988,228000,4,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,68,10
1988,275000,4,0.643,0.89,9,-8.359,0,0.0325,0.042,0.00102,0.03,0.965,134.9,53,10
1992,244000,4,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,91,10
1994,177000,4,0.316,0.132,5,-19.31,1,0.0542,0.792,0.0,0.57,0.463,78.933,59,10
1994,239000,4,0.402,0.391,10,-16.112,1,0.0405,0.0634,0.0,0.296,0.566,83.788,63,10
1995,204000,4,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,86,10
1998,240000,4,0.48,0.628,6,-7.643,1,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,57,10
1976,251000,4,0.481,0.995,5,-5.174,1,0.0417,0.0247,0.000209,0.962,0.452,139.224,23,10
1960,210000,4,0.755,0.615,1,-5.157,0,0.226,0.197,2.41e-06,0.117,0.683,93.999,31,10
1960,205000,3,0.599,0.463,7,-7.449,1,0.0472,0.162,6.64e-05,0.141,0.141,158.053,68,10
1961,186000,3,0.433,0.0748,0,-19.351,1,0.049,0.92,0.00104,0.105,0.193,73.093,56,10
1961,206000,4,0.762,0.821,9,-4.17,0,0.0388,0.206,0.000448,0.259,0.769,122.999,62,10
1961,174000,4,0.364,0.959,1,-2.955,1,0.0627,0.0113,0.000953,0.411,0.927,161.797,62,10
1961,253000,4,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,67,10
1962,193000,4,0.245,0.166,0,-11.76,1,0.0332,0.936,0.00855,0.0939,0.239,71.915,44,10
1962,264000,4,0.634,0.653,11,-5.89,1,0.0689,0.434,0.0,0.109,0.5,116.156,42,10
1962,159000,4,0.77,0.435,0,-6.888,1,0.14,0.146,6.59e-06,0.0918,0.921,90.019,40,10
1963,153000,4,0.425,0.944,6,-8.681,1,0.0666,0.000568,0.0855,0.187,0.411,148.224,26,10
1963,126000,4,0.845,0.563,8,-9.488,1,0.0439,0.628,0.0,0.0614,0.969,130.335,60,10
1965,143000,4,0.271,0.246,11,-13.812,1,0.0548,0.939,3.19e-05,0.297,0.276,71.663,51,10
1969,191000,3,0.325,0.715,7,-7.744,1,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,57,10
1969,167000,4,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,64,10
1991,209000,4,0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,64,10
1962,210000,4,0.549,0.502,0,-5.972,1,0.0405,0.299,0.0,0.764,0.291,129.842,82,10
1992,245000,4,0.606,0.294,8,-17.343,1,0.0793,0.978,0.908,0.116,0.421,74.97,19,10
1993,370000,4,0.698,0.722,11,-14.111,0,0.0508,0.0386,0.548,0.0919,0.776,114.847,41,10
1997,172000,4,0.751,0.19,9,-13.613,1,0.0318,0.752,0.662,0.0937,0.0742,102.009,43,10
1967,191000,4,0.311,0.387,0,-10.644,1,0.0291,0.624,3.57e-05,0.118,0.418,91.251,36,10
1977,233000,3,0.33,0.532,0,-8.48,1,0.0333,0.523,6.51e-06,0.173,0.358,117.936,40,10
1976,159000,4,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.591,119.17,19,10
1978,172000,4,0.516,0.344,4,-14.353,1,0.0296,0.0428,0.0,0.0634,0.605,112.224,2,10
1979,284000,4,0.393,0.495,0,-14.033,0,0.0428,0.137,0.000269,0.134,0.624,202.297,53,10
1991,260000,4,0.607,0.478,7,-13.677,1,0.0354,0.0866,0.106,0.0983,0.51,95.721,59,10
1994,255000,4,0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,67,10
1999,212000,4,0.629,0.885,7,-4.508,1,0.0384,0.0532,0.00252,0.105,0.567,99.881,61,10
1994,223000,4,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,78,10
1999,276000,4,0.583,0.435,8,-8.784,1,0.0386,0.434,5.49e-05,0.102,0.292,72.01,57,10
1970,246000,4,0.818,0.475,2,-12.88,0,0.0708,0.471,0.0,0.0943,0.902,120.378,55,10
1988,251000,4,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,77,10
1988,285000,4,0.724,0.619,4,-9.074,1,0.0242,0.0728,0.0,0.205,0.746,109.029,55,10
1974,279000,4,0.801,0.641,8,-9.355,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,64,10
1978,236000,4,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,61,10
1979,646000,4,0.362,0.421,10,-11.699,1,0.0372,0.281,6.2e-05,0.0943,0.233,114.669,65,10
1981,163000,4,0.577,0.915,4,-7.305,1,0.101,0.441,0.0,0.156,0.544,94.729,49,10
1992,271000,4,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,68,10
1993,423000,4,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,71,10
1997,201000,4,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,77,10
1973,194000,4,0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,48,10
1961,151000,4,0.811,0.528,3,-9.721,1,0.0332,0.784,1.58e-05,0.141,0.942,130.191,35,10
1962,130000,4,0.654,0.721,8,-8.476,1,0.139,0.273,0.0,0.344,0.967,94.851,32,10
1963,169000,1,0.152,0.00504,0,-34.183,1,0.0432,0.953,0.928,0.102,0.0303,136.702,57,10
1994,141000,4,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,84,10
1987,212000,4,0.555,0.322,0,-9.822,1,0.0358,0.873,0.438,0.103,0.268,94.949,11,10
1983,216000,4,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,85,10
1984,294000,4,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,65,10
1985,279000,4,0.547,0.538,11,-11.39,0,0.0567,0.473,0.0,0.0369,0.718,202.408,65,10
1978,219000,4,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,80,10
1999,303000,4,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,70,10
1967,155000,4,0.602,0.688,10,-7.263,1,0.0359,0.455,0.0,0.0308,0.915,127.89,35,10
1996,215000,4,0.632,0.863,0,-5.21,1,0.0446,0.0449,1.01e-06,0.13,0.731,101.976,65,10
1978,214000,4,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.497,102.428,55,10
1987,205000,4,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,75,10
1987,260000,4,0.66,0.714,1,-10.606,0,0.0412,0.0335,0.00779,0.311,0.888,105.374,40,10
1987,207000,4,0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,51,10
1988,120000,4,0.428,0.462,8,-11.675,1,0.0683,0.543,0.00162,0.109,0.22,78.345,48,10
1989,165000,4,0.901,0.489,2,-8.766,1,0.383,0.431,0.0,0.72,0.603,127.969,48,10
1989,259000,4,0.455,0.713,8,-10.959,1,0.0423,0.23,0.000332,0.37,0.469,169.633,24,10
1993,228000,4,0.405,0.394,8,-7.692,1,0.0289,0.139,0.0,0.257,0.0984,171.999,0,10
1991,219000,4,0.4,0.747,6,-9.438,1,0.045,0.163,0.0,0.0774,0.674,203.396,51,10
1991,334000,4,0.626,0.134,6,-14.898,1,0.0298,0.467,0.0,0.113,0.239,91.893,75,10
1963,154000,4,0.658,0.394,1,-15.838,1,0.0422,0.529,0.0,0.197,0.968,79.707,31,10
1960,171000,4,0.596,0.347,3,-14.827,0,0.0647,0.851,0.000352,0.353,0.893,146.622,41,10
1986,202000,4,0.58,0.663,6,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305,45,10
1996,324000,4,0.652,0.498,11,-6.2,1,0.0413,0.519,0.0,0.149,0.336,120.141,58,10
1999,275000,4,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,65,10
1999,210000,4,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,86,10
1999,194000,4,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,67,10
1990,293000,4,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,65,10
1986,202000,4,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,65,10
1987,166000,4,0.461,0.955,11,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,53,10
1955,152000,4,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,57,10
1958,299000,4,0.51,0.398,4,-8.75,0,0.0558,0.135,3.78e-06,0.0634,0.382,119.973,49,10
1961,139000,3,0.471,0.56,4,-11.716,1,0.0405,0.469,0.0,0.123,0.925,184.41,46,10
1960,181000,4,0.488,0.237,5,-17.706,1,0.0286,0.927,0.911,0.111,0.164,95.044,32,10
1961,126000,4,0.607,0.749,2,-4.497,1,0.0729,0.00645,7.27e-05,0.234,0.179,121.831,55,10
1970,177000,4,0.58,0.636,5,-6.401,1,0.0252,0.214,0.001,0.108,0.715,92.476,44,10
1989,175000,4,0.559,0.513,7,-7.502,1,0.0275,0.268,1.65e-05,0.0746,0.159,86.002,64,10
1989,215000,4,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,74,10
1997,232000,4,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,74,10
1977,196000,4,0.688,0.294,0,-13.985,1,0.0309,0.357,0.000244,0.0999,0.709,121.76,49,10
1991,285000,4,0.459,0.622,1,-6.174,1,0.0293,0.000361,0.00201,0.0921,0.113,123.185,59,10
1992,239000,4,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,61,10
1998,182000,4,0.637,0.843,9,-4.493,0,0.0273,0.223,0.0,0.352,0.925,98.093,45,10
1967,195000,4,0.693,0.756,5,-6.354,1,0.0455,0.699,1.92e-05,0.0897,0.577,90.049,54,10
1971,234000,4,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,63,10
1976,252000,4,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,74,10
1976,249000,4,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,66,10
1977,267000,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,71,10
1977,257000,4,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,86,10
1977,223000,4,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,80,10
1979,217000,4,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,58,10
1980,214000,4,0.576,0.683,7,-5.103,1,0.118,0.41,0.0,0.0819,0.433,151.566,77,10
1982,231000,4,0.463,0.427,8,-9.799,0,0.0549,0.628,0.000565,0.0911,0.231,116.059,75,10
1987,249000,4,0.532,0.723,9,-11.779,0,0.0333,0.00152,0.00425,0.078,0.866,137.662,57,10
1987,221000,4,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,75,10
1961,146000,3,0.296,0.287,0,-13.01,1,0.0345,0.701,0.00121,0.153,0.716,205.4,42,10
1961,131000,4,0.804,0.479,7,-8.356,1,0.0285,0.631,0.00504,0.111,0.968,106.429,43,10
1961,141000,4,0.569,0.133,11,-20.378,1,0.037,0.636,1.65e-06,0.115,0.721,97.062,45,10
1973,402000,4,0.267,0.722,2,-7.344,1,0.102,0.00596,0.893,0.35,0.347,184.093,50,10
1965,159000,4,0.761,0.606,11,-7.742,0,0.0424,0.157,0.0,0.574,0.646,121.038,67,10
1986,234000,4,0.34,0.336,8,-7.289,1,0.0289,0.769,7.82e-05,0.126,0.0925,142.676,61,10
1977,200000,4,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,68,10
1977,232000,4,0.498,0.802,7,-4.537,1,0.0544,0.0136,1.44e-06,0.128,0.505,107.704,49,10
1978,224000,4,0.682,0.711,9,-7.637,0,0.0325,0.179,9.53e-05,0.126,0.766,129.546,55,10
1978,268000,4,0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,64,10
1980,217000,4,0.678,0.693,1,-6.133,1,0.0249,0.0139,0.0,0.0596,0.623,107.415,56,10
1981,271000,4,0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,61,10
1981,292000,4,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,71,10
1985,304000,4,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,80,10
1988,237000,4,0.431,0.522,11,-8.625,1,0.0295,0.436,1.91e-05,0.109,0.233,199.786,56,10
1988,377000,4,0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,54,10
1975,255000,4,0.68,0.608,2,-12.575,1,0.0499,0.0729,0.0,0.0911,0.904,137.481,53,10
1965,160000,4,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,75,10
1965,166000,4,0.704,0.678,2,-9.121,0,0.0295,0.143,0.0,0.119,0.977,125.185,55,10
1966,301000,4,0.655,0.258,2,-11.523,0,0.0291,0.225,0.0534,0.138,0.431,80.096,17,10
1981,206000,4,0.696,0.593,5,-10.283,1,0.0399,0.203,0.00219,0.0767,0.778,100.346,44,10
1978,215000,4,0.78,0.407,5,-8.026,1,0.0473,0.0151,0.0,0.156,0.0558,121.937,63,10
1997,210000,4,0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,64,10
