Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
1969,602530,4,0.337,0.344,4,-12.079,0,0.0429,0.0832,0.207,0.224,0.0704,135.871,52,0
1969,697023,5,0.191,0.458,2,-15.031,1,0.0513,0.00395,0.818,0.0785,0.08,117.85,28,0
1973,281611,4,0.264,0.305,11,-15.952,0,0.0413,0.0407,0.0164,0.19,0.125,118.221,30,0
1974,375748,4,0.295,0.743,9,-8.564,1,0.03,0.00278,0.877,0.16,0.119,88.089,40,0
1981,273000,4,0.355,0.452,7,-10.786,0,0.0525,0.0168,0.298,0.0933,0.594,121.455,38,0
1996,153600,4,0.334,0.898,11,-6.821,0,0.196,0.00406,0.0202,0.162,0.226,110.364,66,0
1997,258266,4,0.283,0.891,2,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,69,0
1998,255733,4,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,78,0
1998,225306,4,0.498,0.905,11,-5.721,0,0.0521,1.85e-05,0.765,0.383,0.584,123.338,72,0
1999,270920,4,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,72,0
1999,235613,4,0.531,0.793,11,-6.889,0,0.0496,0.000192,0.0241,0.229,0.417,110.003,64,0
1999,49213,4,0.558,0.989,1,-5.041,0,0.158,0.395,9.81e-05,0.375,0.635,83.071,65,0
2002,270960,4,0.564,0.947,2,-4.998,1,0.0448,7.81e-06,0.828,0.373,0.351,100.002,64,0
2002,272920,4,0.593,0.933,5,-4.894,1,0.119,0.000445,0.384,0.068,0.497,153.993,56,0
2005,199773,4,0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,75,0
2001,208960,4,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,79,0
2001,216880,4,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,86,0
2001,157333,4,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,80,0
2001,184866,4,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,78,0
2003,162106,4,0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,80,0
2003,187520,4,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,84,0
2003,213933,4,0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,71,0
2005,196133,4,0.58,0.865,4,-4.359,0,0.0313,0.105,0.0,0.106,0.587,100.016,66,0
2007,164426,4,0.541,0.969,11,-3.439,1,0.0458,0.113,0.0,0.638,0.599,140.119,79,0
1965,283853,4,0.61,0.224,5,-13.471,1,0.0314,0.981,0.0259,0.153,0.349,99.035,17,0
1972,225000,3,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,66,0
1972,221120,4,0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,56,0
1972,477106,4,0.394,0.649,4,-12.938,1,0.0571,0.178,0.311,0.212,0.699,111.317,27,0
1972,176533,4,0.605,0.846,2,-7.755,1,0.0337,0.0006,0.886,0.0526,0.952,124.247,52,0
1972,254173,4,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,75,0
1974,783373,4,0.259,0.623,0,-9.512,1,0.103,0.218,0.127,0.991,0.197,169.863,30,0
1974,608840,4,0.442,0.861,5,-8.781,1,0.132,0.211,0.0637,0.954,0.526,138.158,31,0
1975,395226,4,0.536,0.432,0,-9.495,1,0.0364,0.547,9.93e-05,0.128,0.474,80.34,48,0
1996,342000,3,0.378,0.736,4,-9.438,0,0.0407,0.326,0.105,0.107,0.796,182.672,56,0
2000,238493,4,0.536,0.567,7,-7.512,1,0.113,0.326,1.87e-05,0.109,0.433,82.191,47,0
2004,208466,4,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,74,0
2004,259839,4,0.395,0.443,4,-7.972,1,0.0396,0.431,0.0352,0.504,0.714,103.262,50,0
2004,224333,4,0.646,0.964,7,-3.177,1,0.0369,0.0407,3.65e-06,0.293,0.747,95.479,54,0
2004,272506,4,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,54,0
2007,246173,4,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,60,0
2007,264813,4,0.71,0.698,2,-5.797,1,0.0332,0.0697,0.0,0.478,0.852,104.007,56,0
2007,334373,4,0.59,0.954,9,-4.679,0,0.0726,0.16,0.000242,0.159,0.718,129.979,39,0
2015,187720,4,0.659,0.906,7,-3.906,0,0.0428,0.156,3.27e-06,0.105,0.792,94.997,55,0
2001,218000,4,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,53,0
2003,227023,4,0.256,0.911,0,-4.479,1,0.0868,8.58e-05,0.000925,0.232,0.428,186.078,72,0
2003,236535,4,0.544,0.892,9,-3.212,0,0.0591,0.000644,0.00266,0.0832,0.317,118.005,68,0
2006,366213,4,0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,67,0
2006,240213,4,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,72,0
2006,212439,4,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,79,0
2009,346693,4,0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,0.0916,135.006,61,0
2009,235000,4,0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,65,0
2009,304840,4,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,75,0
2012,281040,4,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,67,0
1991,217626,4,0.378,0.606,6,-13.003,1,0.0261,0.00362,0.84,0.116,0.436,91.875,40,0
1991,257519,4,0.138,0.691,0,-7.976,1,0.0443,0.000377,0.786,0.0895,0.36,170.342,50,0
2004,204733,4,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,76,0
2004,186480,4,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,75,0
2004,270386,4,0.606,0.942,2,-3.618,1,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,57,0
2005,194253,4,0.202,0.886,11,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,70,0
2006,299226,4,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,71,0
2006,161920,4,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,81,0
2006,200880,4,0.513,0.937,1,-3.427,0,0.0532,0.000111,0.000102,0.083,0.543,155.015,65,0
2006,311106,4,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,78,0
2007,238680,4,0.289,0.796,0,-4.22,1,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,74,0
1982,419240,4,0.6,0.881,0,-9.478,1,0.0337,0.29,0.851,0.222,0.936,124.977,55,0
1983,315333,4,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,63,0
1983,449160,4,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,70,0
1985,259306,4,0.548,0.894,7,-5.988,1,0.0349,0.00702,6.29e-06,0.081,0.8,136.12,46,0
1985,289373,4,0.629,0.859,0,-6.065,1,0.0325,0.00521,0.252,0.131,0.8,130.405,47,0
1986,335640,4,0.631,0.778,8,-12.989,1,0.0303,0.0241,0.0998,0.0323,0.927,125.75,32,0
1986,263213,4,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,65,0
1986,264453,4,0.673,0.956,2,-6.671,0,0.0465,0.0258,7.98e-05,0.2,0.818,122.276,39,0
1987,355066,4,0.589,0.784,0,-13.037,1,0.0312,0.175,0.0767,0.132,0.941,116.981,58,0
1993,249840,4,0.504,0.966,5,-3.116,1,0.0329,0.000819,0.0747,0.226,0.742,129.595,35,0
1989,299680,4,0.666,0.798,9,-11.26,1,0.0477,0.00848,0.00186,0.585,0.442,115.382,60,0
1989,278866,4,0.61,0.605,6,-12.484,1,0.0419,0.000925,0.157,0.344,0.458,87.953,52,0
1992,226733,4,0.516,0.989,7,-7.206,1,0.0754,0.000407,0.355,0.697,0.149,135.053,53,0
1994,373306,4,0.546,0.724,10,-8.639,0,0.0427,0.000273,0.667,0.133,0.586,89.991,71,0
1994,374440,4,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,59,0
1994,178493,1,0.503,0.903,2,-7.427,1,0.0527,0.0218,0.197,0.0861,0.0586,134.462,57,0
1994,246306,4,0.634,0.865,11,-10.799,1,0.0531,0.00104,0.701,0.867,0.74,128.439,49,0
1997,315440,4,0.627,0.883,5,-8.988,0,0.0946,0.0207,0.00364,0.323,0.252,149.024,52,0
1999,436533,4,0.551,0.692,0,-7.256,1,0.0346,0.000255,0.218,0.278,0.2,100.061,16,0
2000,289306,4,0.712,0.796,8,-5.926,1,0.0435,0.145,0.0475,0.076,0.361,93.046,51,0
1989,168428,4,0.413,0.875,6,-7.48,0,0.031,5.13e-06,0.00058,0.209,0.575,131.951,80,0
1991,184040,4,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,65,0
1991,218920,4,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,77,0
1991,255080,4,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,68,0
1991,257053,4,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,70,0
1991,301920,4,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,78,0
1993,233173,4,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,72,0
1993,281160,4,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,81,0
1993,170000,4,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,71,0
1994,261093,4,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,75,0
1995,209200,4,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,74,0
1995,266760,4,0.49,0.852,10,-7.192,1,0.0502,0.0376,2.21e-06,0.126,0.663,143.248,62,0
1996,263560,4,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,79,0
2000,242800,4,0.624,0.732,4,-4.931,0,0.0543,0.412,0.0,0.33,0.619,145.929,51,0
2000,212400,4,0.546,0.907,4,-4.117,0,0.09,0.0135,0.00232,0.169,0.654,173.178,52,0
2000,256933,4,0.576,0.849,0,-5.199,1,0.0355,0.0678,0.0,0.278,0.482,119.999,49,0
2001,207040,4,0.705,0.872,11,-3.557,0,0.126,0.0618,0.0,0.227,0.75,93.628,57,0
2002,242586,4,0.772,0.665,8,-3.947,1,0.0349,0.0136,0.012,0.0905,0.838,115.138,63,0
2002,302720,4,0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,63,0
2003,225866,4,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,56,0
1994,289146,4,0.294,0.742,2,-2.334,1,0.0458,1.45e-05,0.0311,0.152,0.44,114.87,57,0
1994,276866,4,0.29,0.769,9,-5.578,0,0.0329,1.44e-05,8.35e-06,0.375,0.198,90.248,56,0
1994,283744,4,0.39,0.877,9,-4.829,1,0.0347,4.9e-05,0.00241,0.265,0.689,103.94,56,0
1995,450506,4,0.303,0.853,2,-2.26,1,0.0366,0.223,0.00159,0.361,0.119,150.381,61,0
1995,327920,4,0.259,0.927,0,-2.277,0,0.092,0.165,0.013,0.287,0.0734,110.156,55,0
1995,258906,4,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,70,0
1995,258773,4,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,78,0
1996,289560,4,0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,72,0
1996,249226,4,0.392,0.965,9,-2.917,0,0.0663,0.000131,0.00151,0.333,0.406,115.993,41,0
2005,310440,4,0.401,0.951,11,-2.57,1,0.0483,0.00014,0.000117,0.147,0.332,120.879,50,0
2000,199906,4,0.589,0.89,4,-3.719,0,0.06,0.000481,0.00082,0.201,0.687,90.586,81,0
2002,222840,4,0.576,0.914,6,-5.034,1,0.0515,0.00177,0.000575,0.0914,0.471,94.521,46,0
2002,188919,4,0.528,0.942,3,-2.825,0,0.0512,8.26e-05,0.0,0.344,0.42,110.061,65,0
2002,246333,4,0.575,0.591,2,-5.916,0,0.028,0.0173,0.0,0.173,0.332,107.967,57,0
2002,209572,4,0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,59,0
2004,191372,4,0.564,0.968,1,-3.75,1,0.0631,0.000116,3.97e-05,0.226,0.352,103.885,62,0
2004,214797,4,0.506,0.914,2,-4.786,1,0.0705,0.00085,3.1e-06,0.315,0.244,91.756,69,0
2004,188127,4,0.533,0.865,0,-5.469,0,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,64,0
2004,208186,4,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,70,0
2007,189373,4,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,65,0
2007,211520,4,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,74,0
2007,220480,3,0.528,0.831,8,-3.607,1,0.0429,9.43e-05,0.0,0.141,0.632,131.094,66,0
2008,261959,4,0.28,0.87,10,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,73,0
2009,218626,4,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,67,0
2009,182800,4,0.583,0.96,1,-3.597,0,0.0511,0.00105,2.97e-05,0.0801,0.626,137.991,60,0
2009,267653,3,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,74,0
2013,296520,4,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,59,0
2013,216013,4,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,79,0
2017,182693,4,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,75,0
1991,340907,4,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,75,0
1991,342653,4,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,73,0
1991,292580,4,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,78,0
1991,318226,4,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,70,0
1992,303586,4,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,69,0
1993,235693,4,0.615,0.773,7,-6.603,1,0.0311,0.0238,0.00279,0.0638,0.633,96.95,46,0
1994,268586,4,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,66,0
1994,277586,4,0.487,0.93,0,-7.3,1,0.0632,0.00241,2.82e-05,0.0841,0.134,131.304,54,0
1998,238866,4,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,57,0
1999,195466,4,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,71,0
1984,285906,4,0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,70,0
1987,237653,4,0.533,0.889,7,-4.566,1,0.0362,0.00366,0.0593,0.338,0.579,124.768,56,0
1987,299253,4,0.544,0.86,0,-6.151,0,0.0489,0.206,0.00108,0.213,0.284,127.129,66,0
1988,235706,4,0.39,0.694,7,-11.783,1,0.0399,0.00299,0.304,0.0757,0.795,115.197,54,0
1988,210906,4,0.59,0.372,7,-12.37,1,0.0318,0.00105,0.00929,0.316,0.306,99.887,66,0
1988,229226,4,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,73,0
1989,194200,3,0.432,0.643,0,-10.678,1,0.0398,0.0643,0.00738,0.361,0.277,115.043,45,0
1989,171746,4,0.489,0.913,5,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,61,0
1989,201186,4,0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,70,0
1989,154800,4,0.487,0.518,11,-13.004,0,0.0361,0.000421,0.0251,0.11,0.762,170.856,51,0
1989,175333,4,0.654,0.39,6,-10.638,0,0.0307,0.00418,0.0069,0.271,0.566,116.572,63,0
1989,123906,4,0.587,0.811,5,-10.824,1,0.0328,0.000135,0.472,0.0901,0.75,132.727,58,0
1990,136613,4,0.874,0.419,4,-14.501,0,0.0552,0.401,0.051,0.0997,0.823,116.206,46,0
1994,308626,4,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,74,0
1994,305240,4,0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,53,0
1994,235800,4,0.326,0.447,6,-6.11,1,0.0356,0.056,1.8e-05,0.0812,0.22,78.052,53,0
1994,303973,4,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,63,0
1994,252266,4,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,63,0
1994,293200,4,0.639,0.37,6,-10.883,1,0.0723,0.504,0.587,0.117,0.707,80.152,58,0
1997,240640,4,0.601,0.656,8,-2.692,0,0.0403,0.11,0.0148,0.103,0.342,60.161,53,0
1997,283440,4,0.565,0.575,11,-6.116,1,0.0409,0.015,0.00225,0.106,0.0601,105.12,41,0
1997,235533,4,0.632,0.712,1,-9.439,1,0.0434,0.453,0.000247,0.113,0.175,74.132,45,0
1990,216733,4,0.604,0.948,7,-3.093,1,0.0595,0.000816,0.00714,0.0446,0.861,115.132,54,0
1991,190840,4,0.508,0.887,1,-12.377,0,0.0661,0.0099,0.392,0.345,0.724,122.655,57,0
1993,286933,4,0.714,0.869,11,-6.294,0,0.0565,0.00597,0.243,0.0959,0.439,98.511,56,0
1995,175760,4,0.498,0.971,9,-5.158,0,0.0868,0.00884,0.552,0.193,0.542,117.673,45,0
1995,261426,4,0.589,0.973,2,-6.394,1,0.0543,0.000345,0.103,0.161,0.576,129.473,53,0
1983,245200,4,0.367,0.685,4,-14.831,1,0.0464,0.00304,0.0478,0.109,0.854,154.953,46,0
1987,198000,4,0.515,0.656,2,-12.202,1,0.0296,0.000904,4.35e-06,0.135,0.769,127.707,51,0
1988,231640,4,0.568,0.701,9,-10.453,1,0.04,0.000613,0.00258,0.17,0.638,120.678,58,0
1989,192173,4,0.643,0.867,4,-5.262,1,0.0285,0.358,0.0,0.122,0.911,109.317,33,0
1991,268426,4,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,83,0
1991,225786,4,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,72,0
1992,320266,3,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,73,0
1992,258066,4,0.566,0.385,7,-11.272,1,0.0304,0.796,7.63e-06,0.103,0.571,114.227,60,0
1994,240306,4,0.369,0.948,2,-3.923,1,0.0376,0.141,0.253,0.169,0.696,94.459,44,0
1992,238640,4,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,86,0
1995,290706,4,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,72,0
1995,257480,4,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,76,0
1995,253853,4,0.488,0.454,4,-11.544,0,0.0304,0.317,0.694,0.179,0.131,138.076,66,0
1997,264066,4,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,77,0
1997,229120,4,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,82,0
1997,387213,4,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,68,0
2000,251426,5,0.296,0.463,5,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,69,0
2000,309093,3,0.615,0.931,3,-7.8,1,0.273,0.0352,2.23e-05,0.0915,0.525,137.544,59,0
2003,323600,4,0.614,0.677,9,-8.317,0,0.0323,0.0193,0.52,0.108,0.716,126.482,60,0
1992,243453,4,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,65,0
1992,244693,4,0.598,0.939,7,-3.663,1,0.105,0.00114,9.26e-06,0.288,0.63,95.884,58,0
1992,313573,4,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,79,0
1992,363853,4,0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,62,0
1996,229466,4,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,73,0
1996,366333,4,0.503,0.678,7,-5.552,1,0.103,0.000893,0.0134,0.348,0.501,112.277,54,0
1998,243760,4,0.598,0.837,7,-8.852,1,0.0782,0.0108,0.000228,0.136,0.467,99.42,42,0
1999,206200,4,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,69,0
1999,150066,4,0.53,0.871,7,-6.361,1,0.302,0.00407,0.0207,0.272,0.706,93.046,63,0
1999,210133,4,0.47,0.978,7,-5.399,1,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,62,0
1976,133440,4,0.547,0.733,9,-6.558,1,0.0433,0.0103,0.131,0.117,0.962,176.198,53,0
1976,92480,4,0.232,0.866,3,-1.38,1,0.0503,0.0801,0.0962,0.235,0.722,179.551,54,0
1977,169920,4,0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,58,0
1977,121413,3,0.494,0.849,9,-2.306,1,0.0397,0.00092,0.0043,0.0598,0.97,184.666,42,0
1978,151960,4,0.481,0.88,4,-1.108,1,0.176,0.00305,0.642,0.13,0.961,156.859,52,0
1978,115706,4,0.366,0.889,9,-2.408,1,0.0314,6.72e-05,0.000797,0.444,0.916,181.743,49,0
1978,149786,4,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,69,0
1979,137400,4,0.499,0.87,0,-4.431,1,0.126,0.0183,0.0,0.0512,0.893,188.853,51,0
1989,210333,4,0.468,0.825,2,-12.853,0,0.0365,0.00159,0.000169,0.143,0.661,148.295,50,0
1991,282906,4,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,73,0
1992,264306,4,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,83,0
1993,289533,4,0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,71,0
1999,329733,4,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,84,0
1999,255373,4,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,81,0
1999,215906,4,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,82,0
2002,216933,4,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,77,0
2002,269000,4,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,84,0
2006,282160,4,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,79,0
2006,334666,4,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,79,0
1998,222826,4,0.59,0.963,0,-6.489,0,0.0676,8.75e-05,0.000105,0.0781,0.586,125.033,78,0
1998,201400,4,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,70,0
1982,270651,4,0.653,0.665,6,-7.806,1,0.025,0.0507,0.0461,0.139,0.755,128.503,68,0
1976,211973,4,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,51,0
1977,193653,4,0.197,0.954,10,-3.687,1,0.156,0.00502,0.0985,0.122,0.475,145.102,30,0
1977,200080,4,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,52,0
1977,202800,4,0.209,0.979,7,-4.791,1,0.213,0.143,6.95e-05,0.319,0.219,147.9,41,0
1977,171173,4,0.286,0.961,5,-5.743,1,0.18,0.0315,3.91e-06,0.3,0.592,164.291,36,0
1977,198160,4,0.258,0.932,2,-5.194,1,0.0702,0.0467,8.09e-06,0.142,0.334,145.582,44,0
1977,256853,4,0.533,0.799,9,-6.4,1,0.0343,0.00769,0.0,0.544,0.681,117.614,19,0
1978,186360,4,0.426,0.938,2,-9.085,1,0.0877,0.0366,0.0,0.119,0.328,138.447,26,0
1978,190720,4,0.421,0.948,4,-8.082,1,0.0745,0.00348,0.0511,0.112,0.856,141.971,12,0
1979,161533,4,0.343,0.962,2,-4.984,1,0.0612,0.00632,5.92e-05,0.0852,0.312,149.067,32,0
1983,212697,4,0.151,0.851,2,-8.592,1,0.0496,0.000248,0.0,0.147,0.471,179.077,45,0
1988,324933,4,0.375,0.959,6,-6.278,1,0.0585,0.000781,2.12e-06,0.13,0.383,128.868,40,0
1990,343066,4,0.435,0.911,1,-9.2,1,0.0428,0.0365,0.00119,0.152,0.37,134.949,51,0
1990,209506,4,0.364,0.98,10,-7.002,0,0.0392,0.029,2.74e-06,0.119,0.408,173.338,40,0
1990,230773,4,0.336,0.942,5,-9.252,0,0.0492,0.0114,0.0291,0.0833,0.703,179.874,52,0
1990,346333,4,0.328,0.884,6,-7.982,1,0.0338,0.0676,0.0166,0.327,0.686,201.868,58,0
1996,230066,4,0.328,0.957,8,-2.568,1,0.0787,4.7e-06,0.437,0.0551,0.515,181.957,50,0
2004,254106,4,0.46,0.924,5,-3.569,1,0.0383,2.42e-05,0.00161,0.233,0.449,122.936,36,0
2011,213173,4,0.207,0.961,2,-3.913,1,0.0919,0.132,0.000104,0.335,0.118,173.971,46,0
1987,278400,4,0.356,0.696,2,-11.461,1,0.0366,0.19,0.867,0.104,0.562,134.66,51,0
1987,288573,4,0.31,0.841,11,-11.678,1,0.0452,0.00802,0.7,0.0966,0.415,134.928,34,0
1988,417800,4,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,58,0
1990,328560,4,0.314,0.665,11,-13.868,0,0.039,0.208,0.216,0.0751,0.182,141.906,48,0
1990,246333,4,0.262,0.82,7,-11.621,1,0.0428,0.0103,0.0914,0.101,0.254,155.197,56,0
1990,190933,4,0.299,0.891,6,-11.708,1,0.0838,0.165,0.162,0.0569,0.306,173.566,36,0
1992,149360,4,0.448,0.88,7,-9.894,1,0.0581,0.00146,0.005,0.41,0.404,117.033,46,0
1992,298933,4,0.372,0.789,2,-10.753,0,0.039,0.000203,0.437,0.105,0.142,149.569,28,0
